Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday;StoreType;Assortment;CompetitionDistance;CompetitionOpenSinceMonth;CompetitionOpenSinceYear;Promo2;Promo2SinceWeek;Promo2SinceYear;PromoInterval;State;Latitude;Longitude
199;5;31.07.2015;10,260 €;756;1;1;0;1;d;c;6360;12;2010;1;14;2012;Mar,Jun,Sept,Dec;Bayern;49,74;12,08
200;5;31.07.2015;11,177 €;1122;1;1;0;1;a;a;1650;10;2000;0;;;;Rheinland-Pfalz;50,43;7,74
201;5;31.07.2015;6,625 €;544;1;1;0;1;d;a;20260;;;1;18;2014;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;50,51;6,74
202;5;31.07.2015;7,940 €;627;1;1;0;1;d;c;5140;5;2010;0;;;;Baden-Wuerttemberg;48,72;9,09
203;5;31.07.2015;8,132 €;960;1;1;0;1;c;c;490;11;2002;0;;;;Schleswig-Holstein;54,51;9,65
204;5;31.07.2015;7,189 €;655;1;1;0;0;a;a;5630;12;2002;1;40;2014;Jan,Apr,Jul,Oct;Sachsen;50,83;13,85
205;5;31.07.2015;8,665 €;969;1;1;0;1;a;a;110;12;2007;0;;;;Niedersachsen;52,99;8,98
206;5;31.07.2015;10,354 €;1004;1;1;0;1;a;c;380;;;1;14;2012;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,36;14,26
207;5;31.07.2015;13,957 €;1436;1;1;0;1;a;a;6870;;;0;;;;Hessen;51,17;8,92
208;5;31.07.2015;3,994 €;508;1;1;0;1;c;a;300;4;2006;0;;;;Brandenburg;53,18;14,09
209;5;31.07.2015;8,912 €;830;1;1;0;1;a;c;11680;9;2011;1;31;2013;Jan,Apr,Jul,Oct;Sachsen;50,85;12,91
210;5;31.07.2015;4,275 €;409;1;1;0;1;d;a;970;11;1999;1;5;2013;Feb,May,Aug,Nov;Hessen;50,14;8,04
211;5;31.07.2015;17,286 €;1659;1;1;0;1;a;c;350;11;2006;0;;;;Thueringen;50,8;11,55
212;5;31.07.2015;6,049 €;471;1;1;0;1;a;c;15050;9;2008;0;;;;Baden-Wuerttemberg;49,01;8,92
213;5;31.07.2015;10,485 €;754;1;1;0;1;d;c;4030;3;2014;1;1;2014;Jan,Apr,Jul,Oct;Schleswig-Holstein;53,81;10,14
214;5;31.07.2015;11,117 €;805;1;1;0;1;d;a;8650;7;2013;1;10;2014;Jan,Apr,Jul,Oct;Niedersachsen;51,61;9,73
215;5;31.07.2015;9,660 €;705;1;1;0;0;d;a;150;;;1;45;2009;Feb,May,Aug,Nov;Bayern;50,23;10,47
216;5;31.07.2015;10,252 €;1077;1;1;0;1;c;a;190;;;1;45;2009;Feb,May,Aug,Nov;Mecklenburg-Vorpommern;54,35;13,5
217;5;31.07.2015;6,940 €;759;1;1;0;1;c;a;3150;;;0;;;;Thueringen;50,99;10,37
218;5;31.07.2015;5,685 €;768;1;1;0;0;a;c;640;;;1;9;2011;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;49,17;10,11
219;5;31.07.2015;3,511 €;433;1;1;0;1;a;a;1640;2;2013;0;;;;Bayern;49,74;10,02
220;5;31.07.2015;5,324 €;687;1;1;0;1;a;a;1000;9;2008;0;;;;Rheinland-Pfalz;50,15;7,8
221;5;31.07.2015;7,750 €;651;1;1;0;1;d;c;13530;9;2013;0;;;;Nordrhein-Westfalen;51,04;7,47
222;5;31.07.2015;6,468 €;627;1;1;0;1;a;a;2170;11;2008;0;;;;Hessen;50,33;9,17
223;5;31.07.2015;10,141 €;898;1;1;0;1;d;c;2920;10;1995;1;27;2011;Jan,Apr,Jul,Oct;Niedersachsen;53,27;9,15
224;5;31.07.2015;9,423 €;594;1;1;0;1;d;c;7930;;;1;1;2013;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,43;11,23
225;5;31.07.2015;7,849 €;682;1;1;0;1;d;a;10180;5;2015;0;;;;Niedersachsen;51,92;10,13
226;5;31.07.2015;8,052 €;730;1;1;0;1;a;a;450;;;0;;;;Niedersachsen;52,55;6,88
227;5;31.07.2015;7,186 €;595;1;1;0;1;a;a;2370;;;0;;;;Niedersachsen;52,98;10,79
228;5;31.07.2015;10,369 €;689;1;1;0;1;d;c;10800;;;1;18;2011;Feb,May,Aug,Nov;Bayern;48,26;11,13
229;5;31.07.2015;13,016 €;937;1;1;0;1;d;c;17410;4;2007;1;14;2011;Jan,Apr,Jul,Oct;Bayern;50,33;11,41
230;5;31.07.2015;10,988 €;1091;1;1;0;1;d;c;6680;9;2013;0;;;;Mecklenburg-Vorpommern;53,28;11,37
231;5;31.07.2015;8,353 €;614;1;1;0;0;d;c;3840;10;2008;1;39;2010;Feb,May,Aug,Nov;Niedersachsen;53,23;8,21
232;5;31.07.2015;5,738 €;469;1;1;0;1;c;c;13570;5;2010;1;10;2013;Mar,Jun,Sept,Dec;Sachsen-Anhalt;52,45;11,92
233;5;31.07.2015;12,157 €;1148;1;1;0;1;a;a;1890;;;0;;;;Bayern;50,22;10,36
234;5;31.07.2015;13,943 €;1088;1;1;0;1;d;a;4370;;;0;;;;Thueringen;51,13;10,95
235;5;31.07.2015;6,756 €;548;1;1;0;1;a;a;5710;3;2012;1;37;2009;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,16;9,16
236;5;31.07.2015;10,336 €;1086;1;1;0;1;a;a;1000;11;2007;0;;;;Bayern;49,11;11,19
237;5;31.07.2015;4,879 €;564;1;1;0;1;a;a;1420;11;2007;0;;;;Brandenburg;53,3;12,37
238;5;31.07.2015;11,530 €;1372;1;1;0;1;a;a;320;;;1;45;2009;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,27;9,37
239;5;31.07.2015;6,757 €;523;1;1;0;1;d;c;610;;;0;;;;Baden-Wuerttemberg;49,64;9,37
240;5;31.07.2015;5,195 €;474;1;1;0;1;a;a;1110;5;2009;0;;;;Nordrhein-Westfalen;50,9;7,71
241;5;31.07.2015;8,650 €;763;1;1;0;1;d;c;780;;;0;;;;Baden-Wuerttemberg;47,86;9,86
242;5;31.07.2015;5,056 €;451;1;1;0;1;d;a;6880;9;2001;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,4;8,15
243;5;31.07.2015;11,404 €;1249;1;1;0;0;a;a;310;;;1;5;2013;Feb,May,Aug,Nov;Brandenburg;51,91;13,07
244;5;31.07.2015;6,461 €;635;1;1;0;1;d;a;710;3;2012;1;1;2012;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,25;9,25
245;5;31.07.2015;10,778 €;1139;1;1;0;1;a;c;1310;;;0;;;;Niedersachsen;52,17;8,32
246;5;31.07.2015;10,031 €;1131;1;1;0;1;c;a;4660;4;2013;0;;;;Hessen;50,96;8,53
247;5;31.07.2015;11,660 €;839;1;1;0;1;d;c;70;11;2010;1;5;2013;Feb,May,Aug,Nov;Thueringen;50,88;11,39
248;5;31.07.2015;11,444 €;1228;1;1;0;1;a;c;340;9;2012;1;40;2012;Jan,Apr,Jul,Oct;Niedersachsen;52,77;10,64
249;5;31.07.2015;7,053 €;630;1;1;0;1;d;c;18010;9;2014;0;;;;Bayern;49,85;12,01
250;5;31.07.2015;13,232 €;887;1;1;0;1;d;a;3520;;;1;18;2012;Feb,May,Aug,Nov;Thueringen;50,52;11,47
251;5;31.07.2015;22,205 €;2508;1;1;0;1;a;c;340;;;0;;;;Bayern;48,72;10,47
252;5;31.07.2015;13,647 €;954;1;1;0;1;d;c;22330;;;1;5;2010;Feb,May,Aug,Nov;Sachsen-Anhalt;52,11;11,35
253;5;31.07.2015;8,801 €;906;1;1;0;1;a;c;250;;;1;5;2013;Feb,May,Aug,Nov;Thueringen;50,97;12,09
254;5;31.07.2015;4,239 €;315;1;1;0;1;d;a;330;3;2008;1;1;2012;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;49,02;9,99
255;5;31.07.2015;8,711 €;739;1;1;0;1;c;c;4630;3;2011;1;35;2011;Feb,May,Aug,Nov;Bayern;49,23;10,94
256;5;31.07.2015;11,536 €;1185;1;1;0;1;a;c;80;9;2005;1;10;2014;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51;7,86
257;5;31.07.2015;6,874 €;749;1;1;0;1;a;a;420;12;2012;0;;;;Sachsen-Anhalt;51,66;12,26
258;5;31.07.2015;6,763 €;601;1;1;0;0;a;a;27190;7;2010;1;37;2009;Jan,Apr,Jul,Oct;Bayern;48,77;10,8
259;5;31.07.2015;14,096 €;2628;1;1;0;1;b;b;210;;;0;;;;Brandenburg;52,88;12,94
260;5;31.07.2015;6,849 €;835;1;1;0;1;a;a;540;10;2011;0;;;;Niedersachsen;52,11;10,31
261;5;31.07.2015;13,470 €;989;1;1;0;1;d;c;15340;4;2015;1;39;2009;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,72;11,21
262;5;31.07.2015;25,774 €;3669;1;1;0;1;b;a;1180;5;2013;0;;;;Nordrhein-Westfalen;51,12;6,48
263;5;31.07.2015;5,216 €;440;1;1;0;0;a;c;1140;5;2013;1;40;2014;Jan,Apr,Jul,Oct;Thueringen;50,69;11,15
264;5;31.07.2015;8,303 €;992;1;1;0;1;a;a;180;3;2014;0;;;;Bayern;47,85;10,75
265;5;31.07.2015;7,502 €;655;1;1;0;1;a;a;4580;;;1;14;2015;Jan,Apr,Jul,Oct;Brandenburg;52,1;13,11
266;5;31.07.2015;4,779 €;495;1;1;0;1;a;c;360;3;2014;1;9;2011;Mar,Jun,Sept,Dec;Bayern;47,63;11,51
267;5;31.07.2015;11,326 €;1217;1;1;0;1;c;a;2460;1;2012;0;;;;Hessen;50,93;9,11
268;5;31.07.2015;7,492 €;740;1;1;0;1;a;a;4520;2;2014;0;;;;Bayern;48,95;11,43
269;5;31.07.2015;12,197 €;1304;1;1;0;1;a;c;60;6;2015;0;;;;Schleswig-Holstein;54,73;9,3
270;5;31.07.2015;11,643 €;1338;1;1;0;1;a;a;1450;7;2014;0;;;;Hessen;50,3;9,11
271;5;31.07.2015;10,104 €;934;1;1;0;1;a;a;420;;;1;14;2011;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,17;11,72
272;5;31.07.2015;9,109 €;774;1;1;0;1;a;a;16180;7;2003;1;14;2011;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,52;9,18
273;5;31.07.2015;9,189 €;792;1;1;0;1;a;c;8480;;;0;;;;Niedersachsen;53,03;9,58
274;5;31.07.2015;6,975 €;1374;1;1;0;1;b;b;3640;;;1;10;2013;Jan,Apr,Jul,Oct;Bayern;48,2;11,21
275;5;31.07.2015;8,573 €;774;1;1;0;0;d;a;300;5;2014;1;40;2014;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;47,82;8,83
276;5;31.07.2015;5,272 €;575;1;1;0;1;a;a;2960;10;2014;1;36;2013;Mar,Jun,Sept,Dec;Thueringen;50,78;10,81
277;5;31.07.2015;9,262 €;724;1;1;0;0;d;c;7840;;;1;31;2009;Feb,May,Aug,Nov;Hessen;51,22;9,07
278;5;31.07.2015;9,966 €;929;1;1;0;1;a;c;9260;2;2010;0;;;;Sachsen;51,19;14,66
279;5;31.07.2015;12,709 €;814;1;1;0;0;d;c;2320;;;1;40;2012;Jan,Apr,Jul,Oct;Niedersachsen;51,64;9,82
280;5;31.07.2015;8,189 €;579;1;1;0;1;d;c;18640;9;2013;1;10;2014;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;48,1;9,66
281;5;31.07.2015;8,053 €;633;1;1;0;1;d;c;6970;9;2011;0;;;;Nordrhein-Westfalen;50,38;6,58
282;5;31.07.2015;4,761 €;608;1;1;0;1;a;a;1220;12;2010;0;;;;Schleswig-Holstein;53,56;10,43
283;5;31.07.2015;9,829 €;839;1;1;0;0;a;a;2260;;;1;40;2014;Jan,Apr,Jul,Oct;Bayern;48,03;12,56
284;5;31.07.2015;6,788 €;520;1;1;0;0;d;a;1290;;;1;40;2014;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;52,15;8,6
285;5;31.07.2015;7,052 €;540;1;1;0;1;a;a;2410;;;0;;;;Baden-Wuerttemberg;48,21;7,92
286;5;31.07.2015;5,093 €;438;1;1;0;1;a;a;1460;4;2015;0;;;;Bayern;50,17;12,12
287;5;31.07.2015;9,283 €;865;1;1;0;0;c;a;2740;5;2009;1;40;2014;Jan,Apr,Jul,Oct;Bayern;50,36;11,98
288;5;31.07.2015;6,886 €;480;1;1;0;0;d;a;800;;;1;14;2011;Mar,Jun,Sept,Dec;Bayern;48,77;13,2
289;5;31.07.2015;7,522 €;616;1;1;0;1;d;a;6540;12;2007;0;;;;Brandenburg;52,22;13,18
290;5;31.07.2015;8,386 €;719;1;1;0;1;a;a;4150;5;2001;0;;;;Hessen;50,88;9,54
291;5;31.07.2015;10,052 €;973;1;1;0;1;d;a;;;;0;;;;Sachsen-Anhalt;52,09;12,22
292;5;31.07.2015;0 €;0;0;1;0;1;a;a;1100;6;2009;0;;;;Baden-Wuerttemberg;48,19;9,01
293;5;31.07.2015;7,494 €;878;1;1;0;1;c;c;140;11;2007;0;;;;Bayern;47,64;11,93
294;5;31.07.2015;7,628 €;889;1;1;0;1;a;a;3150;5;2005;0;;;;Hessen;50,44;8,07
295;5;31.07.2015;7,687 €;834;1;1;0;1;a;a;210;11;2000;1;36;2013;Mar,Jun,Sept,Dec;Niedersachsen;53,01;9,27
296;5;31.07.2015;8,579 €;801;1;1;0;1;a;a;9580;5;2007;1;45;2014;Feb,May,Aug,Nov;Bayern;47,61;10,64
297;5;31.07.2015;8,481 €;802;1;1;0;1;a;a;2300;9;2010;0;;;;Niedersachsen;52,93;8,02
298;5;31.07.2015;10,344 €;803;1;1;0;0;d;a;19840;7;2009;0;;;;Rheinland-Pfalz;50,43;7,72
299;5;31.07.2015;9,839 €;1015;1;1;0;1;d;c;38630;9;2012;0;;;;Nordrhein-Westfalen;52,19;7,09
300;5;31.07.2015;10,784 €;1082;1;1;0;1;a;c;120;4;2009;1;1;2012;Jan,Apr,Jul,Oct;Bayern;48,12;11,27
301;5;31.07.2015;6,665 €;629;1;1;0;1;a;c;4510;3;2015;0;;;;Nordrhein-Westfalen;51,84;6,46
302;5;31.07.2015;5,356 €;393;1;1;0;1;d;c;2190;12;2007;1;9;2011;Mar,Jun,Sept,Dec;Bayern;48,41;10,98
303;5;31.07.2015;9,026 €;849;1;1;0;1;a;a;15430;11;2012;1;18;2011;Feb,May,Aug,Nov;Nordrhein-Westfalen;50,58;6,32
304;5;31.07.2015;10,539 €;1183;1;1;0;1;a;a;1950;7;2015;0;;;;Bayern;48,1;10,72
305;5;31.07.2015;7,529 €;599;1;1;0;1;c;c;2470;2;2005;1;31;2013;Mar,Jun,Sept,Dec;Brandenburg;53,31;13,98
306;5;31.07.2015;6,218 €;593;1;1;0;0;a;a;5100;4;2007;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,09;10,08
307;5;31.07.2015;3,419 €;377;1;1;0;1;a;a;18660;9;2002;0;;;;Sachsen;50,82;13,4
308;5;31.07.2015;11,053 €;1026;1;1;0;1;a;a;1070;12;2006;1;13;2010;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,05;12,95
309;5;31.07.2015;8,688 €;707;1;1;0;1;d;a;8740;;;1;37;2009;Feb,May,Aug,Nov;Schleswig-Holstein;54,32;9,63
310;5;31.07.2015;12,219 €;926;1;1;0;1;a;c;2290;;;1;10;2014;Mar,Jun,Sept,Dec;Rheinland-Pfalz;49,6;8,13
311;5;31.07.2015;8,602 €;826;1;1;0;1;a;c;680;7;2005;0;;;;Baden-Wuerttemberg;48,12;8,59
312;5;31.07.2015;6,678 €;651;1;1;0;1;d;a;11300;3;2012;0;;;;Brandenburg;52,93;12,28
313;5;31.07.2015;10,432 €;926;1;1;0;1;d;c;14160;;;0;;;;Rheinland-Pfalz;49,88;7,16
314;5;31.07.2015;6,661 €;700;1;1;0;1;a;a;3560;10;2001;1;31;2013;Feb,May,Aug,Nov;Niedersachsen;52,09;9,32
315;5;31.07.2015;5,959 €;553;1;1;0;1;a;c;38710;4;2013;0;;;;Brandenburg;53,41;14,23
316;5;31.07.2015;11,678 €;927;1;1;0;1;d;a;9000;8;2001;0;;;;Niedersachsen;52,52;8,59
317;5;31.07.2015;7,374 €;683;1;1;0;0;d;a;3140;7;2013;1;14;2011;Jan,Apr,Jul,Oct;Sachsen;50,97;13,25
318;5;31.07.2015;8,026 €;746;1;1;0;1;d;c;32330;3;2014;0;;;;Niedersachsen;53,58;7,47
319;5;31.07.2015;11,280 €;1079;1;1;0;1;a;c;570;9;2012;1;27;2012;Mar,Jun,Sept,Dec;Niedersachsen;52,62;6,98
320;5;31.07.2015;19,898 €;2316;1;1;0;1;a;c;210;9;2012;0;;;;Sachsen;51,08;13,1
321;5;31.07.2015;7,520 €;688;1;1;0;1;c;c;8140;11;2013;1;10;2014;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;50,83;6,17
322;5;31.07.2015;6,826 €;621;1;1;0;1;a;a;17500;4;2001;1;37;2009;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,52;8,12
323;5;31.07.2015;10,371 €;716;1;1;0;1;d;c;8400;4;2012;1;5;2013;Feb,May,Aug,Nov;Sachsen-Anhalt;52,46;11,25
324;5;31.07.2015;7,753 €;855;1;1;0;1;a;a;13140;;;1;14;2011;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,04;13,17
325;5;31.07.2015;8,509 €;742;1;1;0;1;a;c;350;3;2011;1;22;2011;Feb,May,Aug,Nov;Nordrhein-Westfalen;51,09;8,2
326;5;31.07.2015;8,094 €;544;1;1;0;1;d;a;10070;5;2015;1;31;2013;Feb,May,Aug,Nov;Nordrhein-Westfalen;50,78;8,02
327;5;31.07.2015;11,035 €;1150;1;1;0;1;c;c;1390;12;2004;0;;;;Niedersachsen;52,82;9,49
328;5;31.07.2015;5,662 €;577;1;1;0;1;a;a;3130;7;2002;0;;;;Sachsen-Anhalt;51,89;11,4
329;5;31.07.2015;9,168 €;743;1;1;0;1;a;a;1310;6;1990;1;22;2012;Mar,Jun,Sept,Dec;Bayern;48,56;11,91
330;5;31.07.2015;5,509 €;489;1;1;0;1;a;c;370;;;1;22;2012;Mar,Jun,Sept,Dec;Sachsen;51,02;12,67
331;5;31.07.2015;7,537 €;814;1;1;0;1;a;c;670;;;1;14;2015;Jan,Apr,Jul,Oct;Sachsen;51,5;12,28
332;5;31.07.2015;4,432 €;520;1;1;0;1;a;a;1840;3;2006;0;;;;Niedersachsen;53,12;9,43
333;5;31.07.2015;13,459 €;1399;1;1;0;1;a;c;3720;2;2010;0;;;;Baden-Wuerttemberg;49,06;8,9
334;5;31.07.2015;6,583 €;599;1;1;0;1;d;c;4040;8;2008;1;18;2013;Mar,Jun,Sept,Dec;Mecklenburg-Vorpommern;53,46;14,22
335;5;31.07.2015;17,867 €;2592;1;1;0;1;b;a;90;;;1;31;2013;Jan,Apr,Jul,Oct;Bayern;49,64;11,75
336;5;31.07.2015;16,459 €;2049;1;1;0;1;a;a;190;7;2014;0;;;;Thueringen;50,98;10,96
337;5;31.07.2015;7,345 €;493;1;1;0;1;d;c;10600;7;2005;1;45;2014;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,24;9,95
338;5;31.07.2015;8,566 €;657;1;1;0;1;a;c;1590;;;1;37;2009;Jan,Apr,Jul,Oct;Bayern;49,47;10,9
339;5;31.07.2015;7,080 €;840;1;1;0;1;a;c;2280;;;1;10;2013;Mar,Jun,Sept,Dec;Niedersachsen;52,99;7,95
340;5;31.07.2015;8,192 €;802;1;1;0;1;a;c;8080;;;0;;;;Bayern;49,63;11,37
341;5;31.07.2015;6,994 €;851;1;1;0;1;a;a;190;9;2011;0;;;;Baden-Wuerttemberg;47,9;10,01
342;5;31.07.2015;14,485 €;987;1;1;0;0;d;c;15770;;;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,97;9,39
343;5;31.07.2015;9,742 €;802;1;1;0;1;d;a;18650;4;2004;1;14;2014;Jan,Apr,Jul,Oct;Thueringen;50,82;12,09
344;5;31.07.2015;12,767 €;1434;1;1;0;1;a;c;300;4;2011;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,33;7,56
345;5;31.07.2015;4,989 €;505;1;1;0;0;a;a;120;;;1;22;2012;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,81;6,46
346;5;31.07.2015;8,934 €;734;1;1;0;1;a;c;8090;;;0;;;;Bayern;48,89;12,73
347;5;31.07.2015;7,512 €;504;1;1;0;1;d;c;9360;7;2013;1;22;2012;Mar,Jun,Sept,Dec;Hessen;51,18;9,93
348;5;31.07.2015;10,047 €;831;1;1;0;0;a;a;16490;;;1;22;2012;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,26;8,46
349;5;31.07.2015;9,281 €;873;1;1;0;1;c;c;1490;4;2009;0;;;;Sachsen-Anhalt;51,9;13
350;5;31.07.2015;8,418 €;614;1;1;0;1;d;a;8880;;;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,91;7,78
351;5;31.07.2015;8,603 €;652;1;1;0;1;a;a;5290;11;2012;1;5;2013;Feb,May,Aug,Nov;Baden-Wuerttemberg;47,74;8,86
352;5;31.07.2015;8,204 €;716;1;1;0;1;d;c;6360;;;1;40;2012;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51,23;6,56
353;5;31.07.2015;7,851 €;1851;1;1;0;1;b;b;900;;;1;14;2013;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,14;9,71
354;5;31.07.2015;10,053 €;791;1;1;0;1;d;c;1500;10;2005;0;;;;Brandenburg;52,49;12,66
355;5;31.07.2015;12,766 €;1304;1;1;0;1;a;c;9720;8;2013;0;;;;Nordrhein-Westfalen;50,66;6,44
356;5;31.07.2015;9,347 €;602;1;1;0;1;d;c;8970;12;2007;1;22;2012;Feb,May,Aug,Nov;Niedersachsen;52,81;7,97
357;5;31.07.2015;10,131 €;1218;1;1;0;1;a;a;2060;10;2008;0;;;;Bayern;48,88;11,55
358;5;31.07.2015;12,667 €;1215;1;1;0;1;a;a;2890;10;2003;0;;;;Hessen;49,97;8,99
359;5;31.07.2015;8,544 €;653;1;1;0;1;d;c;4370;;;0;;;;Sachsen-Anhalt;52,11;11,4
360;5;31.07.2015;9,135 €;881;1;1;0;1;a;a;2040;6;2007;0;;;;Mecklenburg-Vorpommern;53,61;14,29
361;5;31.07.2015;9,806 €;812;1;1;0;1;c;c;4490;5;2014;1;5;2013;Feb,May,Aug,Nov;Sachsen;51,26;14,16
362;5;31.07.2015;11,686 €;1257;1;1;0;1;c;c;340;;;0;;;;Sachsen-Anhalt;51,81;10,92
363;5;31.07.2015;9,564 €;1061;1;1;0;1;a;a;250;9;2009;0;;;;Schleswig-Holstein;53,91;10,04
364;5;31.07.2015;7,160 €;758;1;1;0;1;a;c;13620;;;1;10;2014;Mar,Jun,Sept,Dec;Bayern;48,07;11,01
365;5;31.07.2015;8,742 €;754;1;1;0;0;c;a;2410;;;1;45;2009;Feb,May,Aug,Nov;Niedersachsen;52,59;7,37
366;5;31.07.2015;9,155 €;772;1;1;0;1;d;c;6470;12;2004;0;;;;Hessen;51,5;9,5
367;5;31.07.2015;7,514 €;646;1;1;0;1;d;c;2640;9;2012;0;;;;Mecklenburg-Vorpommern;53,93;10,94
368;5;31.07.2015;16,556 €;1025;1;1;0;1;d;c;1450;4;2005;1;45;2009;Feb,May,Aug,Nov;Bayern;50,11;9,87
369;5;31.07.2015;8,495 €;646;1;1;0;1;d;c;5870;4;2014;0;;;;Rheinland-Pfalz;50,28;7,88
370;5;31.07.2015;9,747 €;714;1;1;0;1;d;a;8250;10;2000;1;31;2009;Jan,Apr,Jul,Oct;Thueringen;50,97;11,45
371;5;31.07.2015;8,360 €;592;1;1;0;1;d;c;1970;7;2009;1;45;2014;Feb,May,Aug,Nov;Sachsen;51,61;12,7
372;5;31.07.2015;11,470 €;874;1;1;0;1;d;c;4880;8;2010;1;18;2014;Jan,Apr,Jul,Oct;Bayern;47,37;10,34
373;5;31.07.2015;6,621 €;405;1;1;0;1;d;c;11120;;;1;22;2012;Jan,Apr,Jul,Oct;Bayern;48,47;10,99
374;5;31.07.2015;9,062 €;938;1;1;0;1;a;a;1150;9;2007;0;;;;Rheinland-Pfalz;50,39;7,45
375;5;31.07.2015;13,241 €;1038;1;1;0;1;a;c;15710;2;2013;1;37;2009;Jan,Apr,Jul,Oct;Bayern;48,09;12,41
376;5;31.07.2015;11,300 €;1083;1;1;0;1;a;a;160;8;2012;0;;;;Nordrhein-Westfalen;50,91;7,94
377;5;31.07.2015;14,940 €;1400;1;1;0;1;a;c;100;6;2010;1;18;2010;Feb,May,Aug,Nov;Sachsen-Anhalt;51,5;11,79
378;5;31.07.2015;8,828 €;1267;1;1;0;1;a;c;2140;8;2012;0;;;;Bayern;48,78;12,26
379;5;31.07.2015;5,550 €;574;1;1;0;1;d;a;6630;;;0;;;;Niedersachsen;51,83;10,54
380;5;31.07.2015;17,133 €;1498;1;1;0;1;a;a;2240;5;2013;1;10;2014;Mar,Jun,Sept,Dec;Niedersachsen;53,17;9,5
381;5;31.07.2015;10,760 €;977;1;1;0;1;a;a;1800;11;2006;1;5;2013;Feb,May,Aug,Nov;Bayern;48,97;12,4
382;5;31.07.2015;10,802 €;818;1;1;0;1;c;c;26130;11;2002;0;;;;Bayern;47,74;11,15
383;5;31.07.2015;22,129 €;2297;1;1;0;1;a;c;350;;;0;;;;Niedersachsen;52,21;7,91
384;5;31.07.2015;12,065 €;1197;1;1;0;1;a;c;130;;;1;14;2011;Jan,Apr,Jul,Oct;Brandenburg;52,91;12,38
385;5;31.07.2015;8,807 €;740;1;1;0;0;d;a;4580;9;2007;0;;;;Niedersachsen;52,55;10,2
386;5;31.07.2015;10,007 €;713;1;1;0;1;d;c;1460;4;2014;1;31;2013;Jan,Apr,Jul,Oct;Niedersachsen;53,54;9,1
387;5;31.07.2015;14,533 €;1402;1;1;0;1;c;a;210;;;1;36;2013;Mar,Jun,Sept,Dec;Sachsen-Anhalt;51,64;11,07
388;5;31.07.2015;11,506 €;1178;1;1;0;1;a;a;2260;;;0;;;;Thueringen;50,94;11,51
389;5;31.07.2015;13,404 €;1383;1;1;0;1;a;c;6690;8;2011;0;;;;Nordrhein-Westfalen;52,32;8,64
390;5;31.07.2015;16,172 €;1219;1;1;0;1;a;c;1600;4;2009;0;;;;Rheinland-Pfalz;50,2;7,49
391;5;31.07.2015;8,431 €;925;1;1;0;1;a;a;460;11;2014;1;31;2013;Feb,May,Aug,Nov;Bayern;49,23;10,22
392;5;31.07.2015;7,261 €;748;1;1;0;1;a;a;2120;;;0;;;;Niedersachsen;53,43;9,25
393;5;31.07.2015;8,124 €;725;1;1;0;1;d;c;4820;3;2008;0;;;;Bayern;50,17;11,85
394;5;31.07.2015;10,549 €;760;1;1;0;1;d;a;10850;;;0;;;;Bayern;49,32;10,56
395;5;31.07.2015;4,966 €;587;1;1;0;1;a;a;3620;2;2013;0;;;;Bayern;50,02;11,33
396;5;31.07.2015;13,780 €;1227;1;1;0;1;a;c;23130;;;0;;;;Brandenburg;52,07;14,32
397;5;31.07.2015;8,130 €;955;1;1;0;1;a;c;130;;;1;27;2013;Feb,May,Aug,Nov;Sachsen;51,3;12,69
398;5;31.07.2015;8,246 €;787;1;1;0;1;c;c;1540;;;1;1;2012;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,43;9,04
399;5;31.07.2015;6,917 €;668;1;1;0;0;a;a;5360;9;2012;1;40;2011;Jan,Apr,Jul,Oct;Thueringen;50,73;10,57
